customer_key,segment,signup_year
33852,Enterprise,2022
33853,Small Business,2024
33854,Consumer,2024
33855,Consumer,2023
33856,Small Business,2021
33857,Small Business,2022
33858,Consumer,2019
33859,Consumer,2020
33860,Consumer,2021
33861,Consumer,2023
33862,Consumer,2021
33863,Consumer,2019
33864,Consumer,2020
33865,Consumer,2020
33866,Consumer,2023
33867,Consumer,2025
33868,Small Business,2024
33869,Consumer,2022
33870,Consumer,2020
33871,Consumer,2025
33872,Consumer,2022
33873,Consumer,2024
33874,Consumer,2021
33875,Enterprise,2021
33876,Consumer,2022
33877,Consumer,2023
33878,Enterprise,2019
33879,Small Business,2021
33880,Consumer,2025
33881,Small Business,2023
33882,Consumer,2019
33883,Small Business,2023
33884,Consumer,2024
33885,Consumer,2024
33886,Small Business,2020
33887,Small Business,2020
33888,Consumer,2024
33889,Consumer,2025
33890,Small Business,2020
33891,Consumer,2020
33892,Consumer,2024
33893,Consumer,2024
33894,Enterprise,2025
33895,Consumer,2023
33896,Consumer,2025
33897,Consumer,2024
33898,Consumer,2025
33899,Consumer,2024
33900,Consumer,2021
33901,Consumer,2019
33902,Small Business,2022
33903,Consumer,2020
33904,Consumer,2025
33905,Consumer,2021
33906,Small Business,2025
33907,Consumer,2021
33908,Consumer,2022
33909,Consumer,2023
33910,Consumer,2021
33911,Consumer,2023
33912,Consumer,2019
33913,Small Business,2023
33914,Consumer,2021
33915,Small Business,2020
33916,Enterprise,2022
33917,Small Business,2019
33918,Consumer,2024
33919,Consumer,2025
33920,Consumer,2021
33921,Consumer,2021
33922,Consumer,2021
33923,Consumer,2024
33924,Small Business,2019
33925,Small Business,2019
33926,Consumer,2019
33927,Small Business,2023
33928,Consumer,2024
33929,Small Business,2023
33930,Consumer,2020
33931,Consumer,2021
33932,Consumer,2025
33933,Small Business,2024
33934,Small Business,2019
33935,Enterprise,2020
33936,Small Business,2024
33937,Consumer,2023
33938,Consumer,2019
33939,Consumer,2020
33940,Consumer,2023
33941,Consumer,2024
33942,Consumer,2024
33943,Consumer,2019
33944,Small Business,2020
33945,Consumer,2022
33946,Consumer,2022
33947,Consumer,2025
33948,Consumer,2024
33949,Consumer,2020
33950,Consumer,2020
33951,Small Business,2019
33952,Consumer,2022
33953,Consumer,2020
33954,Small Business,2022
33955,Small Business,2023
33956,Consumer,2024
33957,Consumer,2022
33958,Consumer,2021
33959,Consumer,2024
33960,Consumer,2023
33961,Consumer,2023
33962,Small Business,2025
33963,Consumer,2025
33964,Small Business,2023
33965,Consumer,2020
33966,Consumer,2019
33967,Small Business,2023
33968,Consumer,2020
33969,Consumer,2025
33970,Consumer,2021
33971,Consumer,2020
33972,Consumer,2021
33973,Consumer,2023
33974,Consumer,2021
33975,Consumer,2019
33976,Consumer,2022
33977,Consumer,2022
33978,Consumer,2025
33979,Consumer,2019
33980,Consumer,2024
33981,Consumer,2021
33982,Enterprise,2019
33983,Small Business,2019
33984,Small Business,2022
33985,Consumer,2023
33986,Consumer,2023
33987,Consumer,2024
33988,Enterprise,2020
33989,Enterprise,2023
33990,Consumer,2019
33991,Consumer,2022
33992,Consumer,2025
33993,Consumer,2023
33994,Consumer,2024
33995,Consumer,2019
33996,Consumer,2025
33997,Small Business,2021
33998,Small Business,2024
33999,Small Business,2021
34000,Consumer,2023
34001,Consumer,2022
34002,Consumer,2024
34003,Consumer,2025
34004,Enterprise,2022
34005,Consumer,2019
34006,Consumer,2020
34007,Consumer,2021
34008,Consumer,2019
34009,Consumer,2022
34010,Consumer,2023
34011,Consumer,2022
34012,Consumer,2020
34013,Consumer,2021
34014,Consumer,2024
34015,Small Business,2019
34016,Consumer,2022
34017,Consumer,2024
34018,Consumer,2025
34019,Consumer,2022
34020,Consumer,2021
34021,Consumer,2023
34022,Enterprise,2021
34023,Consumer,2024
34024,Consumer,2020
34025,Small Business,2021
34026,Consumer,2021
34027,Consumer,2024
34028,Consumer,2022
34029,Consumer,2024
34030,Consumer,2019
34031,Enterprise,2024
34032,Consumer,2024
34033,Consumer,2019
34034,Enterprise,2019
34035,Consumer,2022
34036,Consumer,2025
34037,Enterprise,2024
34038,Consumer,2021
34039,Small Business,2025
34040,Consumer,2022
34041,Consumer,2023
34042,Enterprise,2025
34043,Consumer,2020
34044,Small Business,2024
34045,Small Business,2021
34046,Consumer,2020
34047,Small Business,2021
34048,Small Business,2021
34049,Small Business,2023
34050,Consumer,2020
34051,Consumer,2023
34052,Consumer,2023
34053,Consumer,2024
34054,Small Business,2023
34055,Enterprise,2023
34056,Consumer,2025
34057,Consumer,2023
34058,Enterprise,2020
34059,Consumer,2024
34060,Consumer,2019
34061,Consumer,2021
34062,Consumer,2020
34063,Small Business,2024
34064,Consumer,2025
34065,Consumer,2021
34066,Small Business,2025
34067,Small Business,2025
34068,Enterprise,2021
34069,Small Business,2020
34070,Consumer,2022
34071,Small Business,2025
34072,Consumer,2024
34073,Consumer,2024
34074,Consumer,2022
34075,Consumer,2021
34076,Consumer,2025
34077,Small Business,2022
34078,Consumer,2024
34079,Consumer,2024
34080,Enterprise,2024
34081,Small Business,2025
34082,Small Business,2023
34083,Consumer,2022
34084,Consumer,2020
34085,Consumer,2019
34086,Small Business,2020
34087,Small Business,2025
34088,Consumer,2025
34089,Consumer,2022
34090,Consumer,2020
34091,Consumer,2019
34092,Consumer,2020
34093,Consumer,2020
34094,Consumer,2024
34095,Consumer,2024
34096,Consumer,2019
34097,Consumer,2019
34098,Consumer,2024
34099,Consumer,2019
34100,Consumer,2023
34101,Consumer,2022
34102,Small Business,2019
34103,Consumer,2023
34104,Small Business,2020
34105,Consumer,2020
34106,Consumer,2021
34107,Consumer,2025
34108,Consumer,2020
34109,Consumer,2020
34110,Consumer,2020
34111,Consumer,2025
34112,Small Business,2024
34113,Consumer,2025
34114,Consumer,2025
34115,Consumer,2022
34116,Consumer,2020
34117,Small Business,2021
34118,Consumer,2023
34119,Consumer,2024
34120,Consumer,2022
34121,Consumer,2019
34122,Enterprise,2021
34123,Consumer,2022
34124,Consumer,2025
34125,Consumer,2023
34126,Consumer,2019
34127,Consumer,2022
34128,Consumer,2025
34129,Consumer,2021
34130,Consumer,2021
34131,Small Business,2019
34132,Consumer,2022
34133,Small Business,2020
34134,Consumer,2025
34135,Consumer,2020
34136,Enterprise,2023
34137,Consumer,2023
34138,Consumer,2024
34139,Consumer,2021
34140,Consumer,2019
34141,Consumer,2020
34142,Consumer,2022
34143,Consumer,2021
34144,Consumer,2021
34145,Consumer,2019
34146,Consumer,2021
34147,Small Business,2022
34148,Consumer,2020
34149,Consumer,2024
34150,Consumer,2023
34151,Small Business,2021
34152,Consumer,2022
34153,Small Business,2024
34154,Small Business,2019
34155,Consumer,2021
34156,Small Business,2024
34157,Consumer,2024
34158,Consumer,2020
34159,Enterprise,2023
34160,Small Business,2023
34161,Consumer,2023
34162,Small Business,2025
34163,Consumer,2020
34164,Small Business,2021
34165,Enterprise,2022
34166,Small Business,2023
34167,Consumer,2023
34168,Consumer,2025
34169,Small Business,2020
34170,Consumer,2023
34171,Small Business,2020
34172,Consumer,2025
34173,Consumer,2019
34174,Consumer,2019
34175,Consumer,2025
34176,Consumer,2021
34177,Consumer,2021
34178,Small Business,2023
34179,Consumer,2019
34180,Consumer,2022
34181,Consumer,2021
34182,Consumer,2020
34183,Consumer,2020
34184,Small Business,2021
34185,Consumer,2022
34186,Consumer,2024
34187,Consumer,2020
34188,Consumer,2024
34189,Consumer,2020
34190,Consumer,2023
34191,Consumer,2021
34192,Small Business,2025
34193,Consumer,2023
34194,Consumer,2022
34195,Consumer,2019
34196,Consumer,2024
34197,Enterprise,2025
34198,Consumer,2019
34199,Consumer,2022
34200,Consumer,2025
34201,Consumer,2023
34202,Consumer,2025
34203,Consumer,2024
34204,Consumer,2025
34205,Small Business,2021
34206,Consumer,2025
34207,Consumer,2020
34208,Consumer,2024
34209,Consumer,2022
34210,Consumer,2019
34211,Small Business,2023
34212,Small Business,2025
34213,Consumer,2025
34214,Consumer,2020
34215,Consumer,2024
34216,Consumer,2025
34217,Small Business,2025
34218,Small Business,2022
34219,Small Business,2025
34220,Consumer,2020
34221,Enterprise,2022
34222,Enterprise,2021
34223,Consumer,2021
34224,Consumer,2020
34225,Small Business,2023
34226,Consumer,2024
34227,Consumer,2024
34228,Consumer,2024
34229,Consumer,2019
34230,Small Business,2021
34231,Small Business,2023
34232,Enterprise,2021
34233,Consumer,2020
34234,Small Business,2020
34235,Consumer,2022
34236,Consumer,2021
34237,Small Business,2023
34238,Small Business,2023
34239,Consumer,2020
34240,Consumer,2023
34241,Consumer,2023
34242,Consumer,2019
34243,Consumer,2024
34244,Consumer,2024
34245,Small Business,2025
34246,Consumer,2025
34247,Consumer,2020
34248,Consumer,2024
34249,Consumer,2025
34250,Consumer,2019
34251,Consumer,2023
34252,Consumer,2024
34253,Consumer,2019
34254,Consumer,2019
34255,Small Business,2021
34256,Consumer,2019
34257,Consumer,2020
34258,Consumer,2020
34259,Consumer,2020
34260,Consumer,2022
34261,Small Business,2025
34262,Consumer,2024
34263,Consumer,2019
34264,Consumer,2024
34265,Small Business,2024
34266,Consumer,2021
34267,Consumer,2021
34268,Consumer,2022
34269,Small Business,2025
34270,Consumer,2020
34271,Small Business,2022
34272,Small Business,2025
34273,Consumer,2023
34274,Consumer,2020
34275,Small Business,2024
34276,Consumer,2020
34277,Consumer,2020
34278,Consumer,2025
34279,Consumer,2024
34280,Consumer,2020
34281,Small Business,2024
34282,Consumer,2020
34283,Consumer,2021
34284,Consumer,2025
34285,Consumer,2021
34286,Consumer,2019
34287,Consumer,2025
34288,Enterprise,2019
34289,Small Business,2025
34290,Consumer,2022
34291,Consumer,2020
34292,Consumer,2021
34293,Consumer,2019
34294,Small Business,2025
34295,Small Business,2025
34296,Enterprise,2024
34297,Consumer,2020
34298,Consumer,2022
34299,Consumer,2023
34300,Consumer,2019
34301,Consumer,2023
34302,Small Business,2020
34303,Small Business,2024
34304,Small Business,2025
34305,Consumer,2021
34306,Consumer,2020
34307,Consumer,2021
34308,Consumer,2019
34309,Consumer,2020
34310,Consumer,2020
34311,Consumer,2019
34312,Consumer,2024
34313,Enterprise,2022
34314,Small Business,2025
34315,Consumer,2021
34316,Consumer,2020
34317,Consumer,2022
34318,Small Business,2020
34319,Consumer,2024
34320,Consumer,2024
34321,Small Business,2023
34322,Consumer,2020
34323,Small Business,2024
34324,Small Business,2021
34325,Small Business,2025
34326,Small Business,2021
34327,Small Business,2023
34328,Consumer,2021
34329,Consumer,2025
34330,Consumer,2019
34331,Consumer,2025
34332,Consumer,2024
34333,Consumer,2019
34334,Consumer,2020
34335,Small Business,2021
34336,Consumer,2021
34337,Consumer,2023
34338,Consumer,2023
34339,Consumer,2020
34340,Consumer,2024
34341,Consumer,2019
34342,Small Business,2023
34343,Consumer,2024
34344,Consumer,2021
34345,Consumer,2021
34346,Small Business,2019
34347,Consumer,2019
34348,Consumer,2022
34349,Consumer,2019
34350,Consumer,2022
34351,Consumer,2025
34352,Consumer,2021
34353,Consumer,2023
34354,Consumer,2023
34355,Small Business,2024
34356,Consumer,2024
34357,Consumer,2023
34358,Consumer,2019
34359,Consumer,2024
34360,Enterprise,2024
34361,Consumer,2021
34362,Small Business,2023
34363,Consumer,2024
34364,Consumer,2021
34365,Small Business,2020
34366,Small Business,2023
34367,Small Business,2021
34368,Consumer,2023
34369,Consumer,2021
34370,Consumer,2024
34371,Consumer,2020
34372,Consumer,2021
34373,Consumer,2022
34374,Consumer,2023
34375,Small Business,2024
34376,Enterprise,2022
34377,Consumer,2025
34378,Consumer,2021
34379,Consumer,2024
34380,Consumer,2019
34381,Consumer,2022
34382,Small Business,2025
34383,Consumer,2025
34384,Consumer,2019
34385,Consumer,2021
34386,Consumer,2023
34387,Small Business,2019
34388,Small Business,2021
34389,Consumer,2025
34390,Consumer,2024
34391,Small Business,2022
34392,Consumer,2022
34393,Consumer,2021
34394,Consumer,2020
34395,Consumer,2023
34396,Consumer,2020
34397,Consumer,2024
34398,Consumer,2021
34399,Consumer,2024
34400,Consumer,2022
34401,Small Business,2025
34402,Small Business,2023
34403,Consumer,2025
34404,Consumer,2024
34405,Consumer,2024
34406,Small Business,2021
34407,Consumer,2019
34408,Small Business,2024
34409,Enterprise,2023
34410,Consumer,2020
34411,Consumer,2019
34412,Consumer,2025
34413,Consumer,2022
34414,Consumer,2019
34415,Consumer,2025
34416,Small Business,2024
34417,Consumer,2022
34418,Consumer,2020
34419,Consumer,2020
34420,Consumer,2023
34421,Consumer,2020
34422,Consumer,2022
34423,Consumer,2019
34424,Consumer,2023
34425,Consumer,2021
34426,Small Business,2025
34427,Consumer,2023
34428,Small Business,2023
34429,Consumer,2022
34430,Consumer,2020
34431,Consumer,2024
34432,Consumer,2021
34433,Consumer,2020
34434,Small Business,2019
34435,Consumer,2022
34436,Consumer,2021
34437,Consumer,2019
34438,Consumer,2021
34439,Consumer,2025
34440,Consumer,2023
34441,Consumer,2019
34442,Small Business,2025
34443,Consumer,2025
34444,Consumer,2020
34445,Consumer,2022
34446,Consumer,2024
34447,Small Business,2022
34448,Small Business,2025
34449,Consumer,2022
34450,Consumer,2023
34451,Consumer,2024
34452,Small Business,2023
34453,Consumer,2019
34454,Consumer,2024
34455,Consumer,2019
34456,Small Business,2021
34457,Enterprise,2019
34458,Consumer,2025
34459,Consumer,2023
34460,Consumer,2021
34461,Consumer,2024
34462,Consumer,2019
34463,Consumer,2020
34464,Small Business,2024
34465,Enterprise,2025
34466,Small Business,2021
34467,Consumer,2023
34468,Consumer,2019
34469,Consumer,2020
34470,Consumer,2020
34471,Consumer,2022
34472,Small Business,2021
34473,Consumer,2019
34474,Consumer,2020
34475,Consumer,2019
34476,Consumer,2019
34477,Consumer,2023
34478,Consumer,2020
34479,Consumer,2019
34480,Consumer,2023
34481,Consumer,2024
34482,Enterprise,2019
34483,Small Business,2021
34484,Consumer,2024
34485,Small Business,2020
34486,Consumer,2024
34487,Small Business,2023
34488,Consumer,2024
34489,Consumer,2024
34490,Consumer,2020
34491,Enterprise,2020
34492,Small Business,2023
34493,Consumer,2024
34494,Consumer,2019
34495,Consumer,2023
34496,Small Business,2025
34497,Consumer,2023
34498,Consumer,2019
34499,Consumer,2020
34500,Consumer,2020
34501,Consumer,2021
34502,Small Business,2019
34503,Enterprise,2024
34504,Consumer,2025
34505,Small Business,2021
34506,Consumer,2019
34507,Consumer,2023
34508,Consumer,2019
34509,Consumer,2021
34510,Enterprise,2019
34511,Consumer,2023
34512,Consumer,2025
34513,Consumer,2021
34514,Consumer,2021
34515,Consumer,2022
34516,Consumer,2025
34517,Small Business,2023
34518,Consumer,2025
34519,Consumer,2021
34520,Consumer,2024
34521,Consumer,2025
34522,Consumer,2020
34523,Consumer,2021
34524,Small Business,2025
34525,Consumer,2022
34526,Small Business,2022
34527,Enterprise,2023
34528,Consumer,2022
34529,Consumer,2022
34530,Consumer,2023
34531,Consumer,2020
34532,Consumer,2024
34533,Consumer,2024
34534,Consumer,2025
34535,Consumer,2024
34536,Consumer,2025
34537,Consumer,2022
34538,Small Business,2021
34539,Small Business,2023
34540,Small Business,2019
34541,Consumer,2021
34542,Consumer,2025
34543,Consumer,2019
34544,Consumer,2019
34545,Consumer,2023
34546,Small Business,2022
34547,Small Business,2024
34548,Enterprise,2020
34549,Consumer,2022
34550,Consumer,2021
34551,Consumer,2025
34552,Small Business,2022
34553,Consumer,2019
34554,Small Business,2023
34555,Small Business,2023
34556,Consumer,2025
34557,Consumer,2021
34558,Small Business,2025
34559,Consumer,2021
34560,Consumer,2022
34561,Consumer,2021
34562,Consumer,2021
34563,Enterprise,2023
34564,Consumer,2022
34565,Consumer,2025
34566,Enterprise,2021
34567,Consumer,2023
34568,Small Business,2022
34569,Small Business,2025
34570,Consumer,2025
34571,Consumer,2021
34572,Consumer,2022
34573,Consumer,2021
34574,Consumer,2019
34575,Consumer,2025
34576,Consumer,2023
34577,Small Business,2025
34578,Consumer,2020
34579,Consumer,2021
34580,Consumer,2020
34581,Consumer,2021
34582,Consumer,2024
34583,Consumer,2024
34584,Enterprise,2020
34585,Small Business,2019
34586,Consumer,2023
34587,Small Business,2020
34588,Consumer,2024
34589,Consumer,2019
34590,Consumer,2021
34591,Small Business,2021
34592,Enterprise,2022
34593,Consumer,2024
34594,Consumer,2023
34595,Consumer,2021
34596,Consumer,2023
34597,Consumer,2022
34598,Consumer,2025
34599,Consumer,2025
34600,Consumer,2025
34601,Small Business,2020
34602,Consumer,2020
34603,Consumer,2020
34604,Consumer,2022
34605,Consumer,2024
34606,Small Business,2020
34607,Consumer,2025
34608,Small Business,2019
34609,Consumer,2022
34610,Small Business,2021
34611,Consumer,2025
34612,Consumer,2021
34613,Consumer,2020
34614,Small Business,2022
34615,Consumer,2019
34616,Consumer,2023
34617,Consumer,2020
34618,Small Business,2021
34619,Consumer,2023
34620,Consumer,2025
34621,Small Business,2023
34622,Consumer,2024
34623,Consumer,2024
34624,Small Business,2024
34625,Consumer,2021
34626,Consumer,2021
34627,Consumer,2025
34628,Consumer,2020
34629,Small Business,2025
34630,Consumer,2019
34631,Consumer,2024
34632,Consumer,2020
34633,Consumer,2024
34634,Consumer,2025
34635,Consumer,2025
34636,Enterprise,2021
34637,Consumer,2020
34638,Consumer,2021
34639,Small Business,2023
34640,Consumer,2022
34641,Consumer,2024
34642,Small Business,2023
34643,Small Business,2019
34644,Consumer,2025
34645,Consumer,2020
34646,Consumer,2019
34647,Consumer,2020
34648,Consumer,2024
34649,Consumer,2024
34650,Small Business,2022
34651,Consumer,2022
34652,Small Business,2020
34653,Consumer,2025
34654,Consumer,2022
34655,Consumer,2019
34656,Consumer,2022
34657,Consumer,2019
34658,Consumer,2019
34659,Small Business,2020
34660,Small Business,2019
34661,Consumer,2025
34662,Consumer,2023
34663,Small Business,2022
34664,Consumer,2024
34665,Consumer,2023
34666,Small Business,2023
34667,Consumer,2022
34668,Consumer,2021
34669,Consumer,2019
34670,Consumer,2022
34671,Consumer,2024
34672,Consumer,2025
34673,Small Business,2020
34674,Consumer,2025
34675,Consumer,2019
34676,Consumer,2020
34677,Consumer,2024
34678,Consumer,2019
34679,Consumer,2022
34680,Enterprise,2023
34681,Consumer,2019
34682,Small Business,2020
34683,Consumer,2021
34684,Consumer,2024
34685,Small Business,2024
34686,Consumer,2020
34687,Small Business,2021
34688,Consumer,2020
34689,Consumer,2022
34690,Consumer,2024
34691,Consumer,2019
34692,Consumer,2020
34693,Small Business,2021
34694,Small Business,2019
34695,Small Business,2025
34696,Consumer,2024
34697,Consumer,2021
34698,Small Business,2019
34699,Consumer,2022
34700,Consumer,2021
34701,Consumer,2020
34702,Small Business,2021
34703,Small Business,2025
34704,Consumer,2020
34705,Small Business,2025
34706,Small Business,2019
34707,Consumer,2022
34708,Consumer,2019
34709,Consumer,2023
34710,Consumer,2021
34711,Consumer,2023
34712,Consumer,2025
34713,Consumer,2025
34714,Consumer,2024
34715,Consumer,2021
34716,Small Business,2024
34717,Consumer,2022
34718,Small Business,2023
34719,Enterprise,2023
34720,Small Business,2024
34721,Consumer,2024
34722,Small Business,2022
34723,Small Business,2020
34724,Small Business,2025
34725,Consumer,2019
34726,Consumer,2023
34727,Consumer,2020
34728,Consumer,2023
34729,Consumer,2022
34730,Consumer,2019
34731,Small Business,2025
34732,Consumer,2024
34733,Consumer,2021
34734,Consumer,2021
34735,Consumer,2022
34736,Consumer,2024
34737,Small Business,2025
34738,Consumer,2024
34739,Consumer,2019
34740,Consumer,2019
34741,Consumer,2020
34742,Consumer,2021
34743,Enterprise,2019
34744,Consumer,2025
34745,Consumer,2023
34746,Small Business,2019
34747,Consumer,2025
34748,Consumer,2024
34749,Small Business,2021
34750,Consumer,2021
34751,Consumer,2023
34752,Enterprise,2022
34753,Consumer,2025
34754,Consumer,2025
34755,Consumer,2025
34756,Consumer,2023
34757,Consumer,2024
34758,Small Business,2022
34759,Enterprise,2024
34760,Consumer,2023
34761,Small Business,2022
34762,Consumer,2020
34763,Consumer,2025
34764,Consumer,2019
34765,Consumer,2019
34766,Consumer,2023
34767,Consumer,2021
34768,Small Business,2025
34769,Consumer,2019
34770,Small Business,2023
34771,Consumer,2020
34772,Consumer,2022
34773,Consumer,2022
34774,Consumer,2020
34775,Consumer,2021
34776,Consumer,2019
34777,Consumer,2024
34778,Consumer,2020
34779,Consumer,2019
34780,Consumer,2025
34781,Consumer,2023
34782,Small Business,2022
34783,Consumer,2022
34784,Consumer,2024
34785,Consumer,2021
34786,Small Business,2019
34787,Consumer,2023
34788,Consumer,2022
34789,Consumer,2019
34790,Consumer,2020
34791,Consumer,2021
34792,Small Business,2025
34793,Consumer,2024
34794,Consumer,2020
34795,Consumer,2020
34796,Consumer,2019
34797,Consumer,2020
34798,Consumer,2020
34799,Consumer,2022
34800,Consumer,2019
34801,Consumer,2022
34802,Consumer,2021
34803,Consumer,2023
34804,Small Business,2025
34805,Consumer,2025
34806,Consumer,2025
34807,Consumer,2022
34808,Enterprise,2023
34809,Consumer,2023
34810,Consumer,2024
34811,Consumer,2020
34812,Small Business,2021
34813,Small Business,2021
34814,Consumer,2025
34815,Enterprise,2020
34816,Consumer,2020
34817,Small Business,2021
34818,Consumer,2021
34819,Small Business,2023
34820,Small Business,2019
34821,Small Business,2020
34822,Consumer,2025
34823,Consumer,2023
34824,Consumer,2021
34825,Consumer,2025
34826,Consumer,2020
34827,Consumer,2023
34828,Consumer,2020
34829,Consumer,2023
34830,Small Business,2022
34831,Consumer,2019
34832,Consumer,2022
34833,Consumer,2022
34834,Consumer,2023
34835,Consumer,2025
34836,Consumer,2024
34837,Consumer,2021
34838,Consumer,2023
34839,Enterprise,2022
34840,Consumer,2022
34841,Consumer,2020
34842,Small Business,2022
34843,Small Business,2021
34844,Consumer,2025
34845,Consumer,2022
34846,Consumer,2022
34847,Consumer,2019
34848,Consumer,2021
34849,Consumer,2025
34850,Consumer,2023
34851,Consumer,2024
34852,Small Business,2023
34853,Consumer,2022
34854,Enterprise,2025
34855,Consumer,2021
34856,Enterprise,2021
34857,Small Business,2024
34858,Consumer,2022
34859,Consumer,2021
34860,Consumer,2023
34861,Small Business,2024
34862,Consumer,2023
34863,Consumer,2022
34864,Small Business,2019
34865,Consumer,2024
34866,Consumer,2025
34867,Small Business,2024
34868,Small Business,2020
34869,Consumer,2025
34870,Consumer,2020
34871,Consumer,2025
34872,Consumer,2023
34873,Consumer,2022
34874,Enterprise,2020
34875,Consumer,2021
34876,Consumer,2019
34877,Consumer,2023
34878,Small Business,2025
34879,Consumer,2024
34880,Consumer,2023
34881,Consumer,2025
34882,Consumer,2025
34883,Consumer,2025
34884,Consumer,2019
34885,Consumer,2025
34886,Consumer,2019
34887,Consumer,2021
34888,Small Business,2020
34889,Consumer,2024
34890,Enterprise,2019
34891,Consumer,2025
34892,Consumer,2022
34893,Consumer,2019
34894,Consumer,2025
34895,Consumer,2019
34896,Consumer,2021
34897,Enterprise,2020
34898,Consumer,2024
34899,Consumer,2020
34900,Consumer,2023
34901,Consumer,2019
34902,Consumer,2019
34903,Small Business,2019
34904,Enterprise,2020
34905,Enterprise,2022
34906,Consumer,2023
34907,Consumer,2023
34908,Consumer,2019
34909,Consumer,2021
34910,Consumer,2022
34911,Consumer,2021
34912,Consumer,2023
34913,Small Business,2022
34914,Small Business,2021
34915,Small Business,2020
34916,Consumer,2021
34917,Small Business,2024
34918,Consumer,2024
34919,Consumer,2022
34920,Consumer,2021
34921,Consumer,2021
34922,Consumer,2022
34923,Small Business,2025
34924,Consumer,2020
34925,Small Business,2023
34926,Consumer,2024
34927,Small Business,2019
34928,Small Business,2023
34929,Consumer,2023
34930,Small Business,2025
34931,Consumer,2021
34932,Consumer,2024
34933,Consumer,2019
34934,Consumer,2023
34935,Consumer,2020
34936,Consumer,2023
34937,Consumer,2023
34938,Consumer,2021
34939,Enterprise,2024
34940,Enterprise,2022
34941,Consumer,2020
34942,Consumer,2023
34943,Consumer,2022
34944,Consumer,2022
34945,Consumer,2019
34946,Small Business,2025
34947,Consumer,2021
34948,Consumer,2022
34949,Consumer,2020
34950,Small Business,2019
34951,Consumer,2024
34952,Consumer,2019
34953,Consumer,2023
34954,Consumer,2019
34955,Consumer,2021
34956,Consumer,2025
34957,Consumer,2022
34958,Consumer,2021
34959,Enterprise,2019
34960,Consumer,2024
34961,Small Business,2023
34962,Consumer,2022
34963,Small Business,2024
34964,Small Business,2025
34965,Consumer,2023
34966,Consumer,2022
34967,Consumer,2023
34968,Small Business,2025
34969,Consumer,2020
34970,Consumer,2023
34971,Small Business,2022
34972,Small Business,2020
34973,Consumer,2020
34974,Small Business,2023
34975,Consumer,2020
34976,Small Business,2020
34977,Consumer,2021
34978,Consumer,2020
34979,Consumer,2021
34980,Small Business,2021
34981,Consumer,2019
34982,Consumer,2021
34983,Consumer,2023
34984,Consumer,2022
34985,Consumer,2021
34986,Consumer,2023
34987,Small Business,2020
34988,Consumer,2025
34989,Consumer,2019
34990,Consumer,2022
34991,Consumer,2024
34992,Consumer,2024
34993,Consumer,2022
34994,Consumer,2022
34995,Consumer,2025
34996,Consumer,2022
34997,Consumer,2019
34998,Consumer,2021
34999,Consumer,2019
35000,Consumer,2025
35001,Enterprise,2020
35002,Enterprise,2020
35003,Consumer,2023
35004,Consumer,2021
35005,Consumer,2024
35006,Consumer,2024
35007,Consumer,2022
35008,Enterprise,2021
35009,Consumer,2020
35010,Consumer,2019
35011,Consumer,2025
35012,Consumer,2020
35013,Consumer,2022
35014,Small Business,2019
35015,Consumer,2022
35016,Consumer,2021
35017,Consumer,2022
35018,Small Business,2021
35019,Consumer,2024
35020,Consumer,2025
35021,Small Business,2023
35022,Enterprise,2024
35023,Consumer,2022
35024,Small Business,2019
35025,Consumer,2021
35026,Consumer,2019
35027,Consumer,2019
35028,Consumer,2025
35029,Small Business,2022
35030,Consumer,2023
35031,Consumer,2022
35032,Consumer,2023
35033,Consumer,2021
35034,Small Business,2023
35035,Small Business,2022
35036,Consumer,2020
35037,Consumer,2022
35038,Consumer,2020
35039,Enterprise,2022
35040,Consumer,2022
35041,Consumer,2021
35042,Consumer,2022
35043,Small Business,2019
35044,Consumer,2025
35045,Small Business,2023
35046,Consumer,2019
35047,Consumer,2019
35048,Consumer,2019
35049,Small Business,2020
35050,Consumer,2025
35051,Enterprise,2024
35052,Consumer,2025
35053,Small Business,2022
35054,Consumer,2021
35055,Consumer,2021
35056,Consumer,2021
35057,Small Business,2025
35058,Consumer,2023
35059,Consumer,2024
35060,Consumer,2020
35061,Small Business,2025
35062,Consumer,2025
35063,Consumer,2023
35064,Consumer,2020
35065,Consumer,2023
35066,Consumer,2019
35067,Small Business,2020
35068,Small Business,2022
35069,Consumer,2025
35070,Consumer,2024
35071,Consumer,2020
35072,Small Business,2025
35073,Small Business,2022
35074,Consumer,2023
35075,Enterprise,2024
35076,Consumer,2019
35077,Small Business,2020
35078,Small Business,2023
35079,Consumer,2022
35080,Enterprise,2019
35081,Consumer,2019
35082,Consumer,2020
35083,Small Business,2022
35084,Consumer,2021
35085,Consumer,2025
35086,Consumer,2019
35087,Consumer,2022
35088,Consumer,2021
35089,Small Business,2019
35090,Small Business,2024
35091,Small Business,2024
35092,Consumer,2019
35093,Small Business,2022
35094,Consumer,2022
35095,Small Business,2019
35096,Consumer,2020
35097,Consumer,2021
35098,Consumer,2022
35099,Consumer,2022
35100,Enterprise,2022
35101,Consumer,2024
35102,Small Business,2020
35103,Consumer,2019
35104,Consumer,2024
35105,Consumer,2020
35106,Enterprise,2022
35107,Consumer,2019
35108,Consumer,2025
35109,Enterprise,2023
35110,Small Business,2025
35111,Small Business,2025
35112,Consumer,2020
35113,Consumer,2021
35114,Consumer,2025
35115,Consumer,2022
